#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      352.9   245.6   173.5   231.7   246.7   324.1   365.1   390.0   408.1   431.8   463.4   516.2   718.2  3206.0 10992.1  29989.0    30000  1713544342427  1713544352593
read      356.9   320.3   173.5   236.4   250.0   328.0   369.0   393.6   412.0   434.6   465.7   516.1   684.2  3816.1 15291.9  29987.7    30005  1713544354101  1713544364251
read      379.1   499.9   173.5   237.3   250.5   331.8   376.6   403.0   424.5   450.1   484.4   541.7   782.6  8090.1 19847.0  29982.4    30010  1713544365760  1713544375880
read      340.3   315.2   173.5   226.0   239.5   307.3   344.6   369.5   389.2   413.0   445.5   496.2   633.5  4755.6 12454.8  30045.6    30015  1713544377389  1713544387507
read      339.2   266.2   173.5   227.4   240.7   308.8   346.8   371.7   391.5   415.3   447.1   496.3   631.0  3912.2 10757.8  30076.4    30020  1713544389018  1713544399133
read      341.6   298.5   160.7   228.8   241.7   308.6   346.0   371.6   392.0   416.6   449.3   500.0   651.3  4498.7 10587.2  29963.0    30025  1713544400644  1713544410766
read      342.5   318.5   173.5   226.1   239.8   309.9   348.6   373.6   393.7   418.0   450.5   501.9   640.2  4450.7 12807.0  30047.8    30030  1713544412274  1713544422391
read      344.0   304.4   160.7   229.8   242.8   311.6   349.8   374.3   394.4   418.4   450.4   499.8   639.0  4386.1 12981.2  30114.1    30035  1713544423901  1713544434017
read      352.6   398.8   160.7   228.7   241.8   313.4   354.8   381.3   401.2   427.1   460.8   513.0   689.9  6825.3 18277.9  29967.7    30040  1713544435528  1713544445649
read      357.9   317.4   173.5   231.7   245.6   322.8   365.8   392.1   411.9   436.3   469.5   524.4   691.2  4991.7 11619.7  30045.7    30045  1713544447160  1713544457282
read      390.9   444.4   173.5   239.2   255.6   344.3   392.3   421.4   443.4   470.4   508.1   581.6   913.2  7440.3 19412.7  30127.9    30050  1713544458793  1713544468936
read      345.4   220.0   173.5   232.8   246.9   321.9   361.3   384.9   402.0   424.7   453.6   498.0   620.3  2539.9  9059.3  30026.9    30055  1713544470444  1713544480564
read      344.3   184.8   160.7   231.7   246.1   321.6   361.7   385.6   402.9   425.9   455.5   502.7   639.9  1702.6  8462.4  30078.1    30060  1713544482074  1713544492191
read      343.9   202.9   160.7   228.0   242.7   318.3   359.0   383.4   401.5   425.4   456.4   505.6   672.8  2118.6  8183.6  30044.6    30065  1713544493701  1713544503814
read      340.5   217.1   160.7   227.8   242.6   318.2   357.6   381.0   398.7   420.9   449.3   494.7   613.7  2223.3 10595.3  30078.4    30070  1713544505324  1713544515440
