#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      371.9   460.4   160.7   233.9   252.3   346.3   376.5   394.2   405.6   422.6   441.9   477.8   682.4  4770.5 24894.9   4966.2     5000  1713110024282  1713110029704
read      373.8   483.3   160.7   224.0   240.3   361.2   399.0   418.1   430.6   446.2   464.7   497.9   602.3  3960.7 28842.5   9986.2    10000  1713110031208  1713110036571
read      377.7   300.3   160.7   215.7   231.2   374.6   426.3   449.6   464.5   482.5   503.6   539.3   633.8  2013.1 11528.1  14973.0    15000  1713110038075  1713110043389
read      374.0   364.1   148.8   209.5   224.8   359.0   428.2   456.3   473.8   493.6   515.9   549.3   642.1  1967.4 19995.9  19975.4    20000  1713110044893  1713110050217
read      368.2   295.0   148.8   206.3   221.0   342.9   425.8   458.8   479.2   500.6   527.3   565.4   661.9  1762.7 12428.4  25094.8    25000  1713110051720  1713110057045
read      368.0   344.0   148.8   203.7   217.9   332.5   422.2   460.3   483.6   507.0   536.1   577.9   679.5  1960.0 24295.2  29966.2    30000  1713110058549  1713110063879
read      350.2   191.9   148.8   200.5   213.5   314.0   396.3   441.1   467.4   494.4   524.9   567.0   652.1  1644.7  7888.5  34988.4    35000  1713110065383  1713110070683
read      359.7   213.3   148.8   202.5   215.8   319.9   401.5   450.9   481.6   512.8   546.8   593.0   692.0  1621.6  9487.9  40032.2    40000  1713110072187  1713110077483
read      353.3   196.0   148.8   201.5   214.8   318.4   392.0   437.6   468.2   500.3   535.6   582.7   681.0  1297.7  7769.2  44909.1    45000  1713110078988  1713110084284
read      358.8   169.0   148.8   200.8   215.4   327.0   399.8   444.7   474.4   506.4   542.7   592.4   693.8  1098.2  7178.3  49954.0    50000  1713110085788  1713110091088
read      344.2   190.5   148.8   200.6   213.4   310.2   375.1   418.7   450.2   484.3   522.6   574.7   679.4   993.6  5854.0  54958.2    55000  1713110092593  1713110097889
read      355.5   177.9   148.8   203.4   217.8   327.4   394.0   434.2   463.3   495.6   532.6   584.2   695.3  1004.3  4018.7  59962.4    60000  1713110099393  1713110104685
read      346.7   181.9   148.8   202.6   216.4   319.2   381.1   417.8   445.3   477.2   515.0   567.6   674.2   995.6  5766.5  64974.8    65000  1713110106189  1713110111492
read      338.1   147.0   148.8   201.6   214.6   311.6   369.1   404.0   431.3   463.2   501.8   555.1   665.9   921.4  2770.5  70152.6    70000  1713110112996  1713110118294
read      345.6   166.7   148.8   202.7   216.4   318.2   377.8   414.0   440.8   472.0   510.9   568.9   694.4  1017.9  4948.5  74950.1    75000  1713110119799  1713110125094
read      328.3   168.1   148.8   199.7   212.3   302.5   355.3   387.3   411.7   442.1   480.4   535.3   646.0   939.0  5762.5  79944.0    80000  1713110126598  1713110131890
read      336.4   182.7   148.8   202.4   215.1   308.9   362.2   394.8   420.3   451.7   492.3   550.4   692.5  1280.1  5495.7  85063.4    85000  1713110133393  1713110138682
read      339.1   202.3   148.8   202.2   215.6   316.3   372.4   403.6   427.6   455.7   491.8   544.9   659.7   918.1  5515.8  90115.0    90000  1713110140187  1713110145484
read      337.5   189.9   137.8   200.6   214.3   312.8   367.8   399.7   423.8   452.4   489.4   545.7   678.1   975.2  7412.6  95100.4    95000  1713110146988  1713110152291
read      342.3   165.9   148.8   202.4   216.5   318.5   371.9   401.6   424.9   452.8   489.8   549.4   746.4  1198.6  4657.7 100078.2   100000  1713110153796  1713110159123
read      331.8   160.7   148.8   202.8   216.6   311.3   360.8   389.1   409.7   435.4   469.5   525.7   655.1   990.8  4114.2 104861.4   105000  1713110160627  1713110165926
read      336.5   146.2   137.8   205.2   220.2   318.4   367.3   395.2   416.0   440.5   472.3   525.8   639.1   910.5  4764.7 109835.8   110000  1713110167431  1713110172723
read      353.6   200.8   148.8   204.7   220.7   327.8   382.1   414.7   439.2   469.7   512.8   587.4   752.5  1007.9  7041.6 114809.8   115000  1713110174228  1713110179527
read      354.9   145.5   148.8   208.9   226.1   335.6   385.7   414.6   436.1   464.3   503.1   572.3   723.3   938.4  3869.5 120137.9   120000  1713110181031  1713110186337
read      334.3   156.6   148.8   208.7   224.7   320.6   363.6   387.7   404.2   426.6   455.2   500.2   608.6   857.7  5328.7 125297.2   125000  1713110187842  1713110193139
