#type,avg,std,min,p5,p10,p50,p67,p75,p80,p85,p90,p95,p99,p999,p9999,QPS,target,ts_start,ts_end
read,375.1,358.8,173.5,235.2,255.8,352.0,385.7,402.8,416.9,431.8,453.8,489.6,793.5,5534.0,16919.3,5002.6,5000,1713109294748,1713109300166
read,405.6,267.0,160.7,224.0,241.6,396.6,450.6,476.3,494.7,514.5,541.1,585.5,724.1,3955.9,10285.6,9920.6,10000,1713109301674,1713109307067
read,431.7,234.1,160.7,226.1,245.2,415.7,493.9,532.3,557.9,586.2,622.7,677.8,809.9,2235.2,8256.4,14919.4,15000,1713109308572,1713109313901
read,427.1,302.0,160.7,215.4,233.1,395.3,482.4,532.1,565.1,600.6,641.8,704.8,843.6,3028.1,13433.3,19993.3,20000,1713109315405,1713109320724
read,466.9,293.8,160.7,216.9,235.6,422.6,519.4,580.4,623.7,672.1,730.7,823.1,1209.1,2780.8,11277.6,25077.0,25000,1713109322228,1713109327550
read,453.5,263.1,148.8,214.8,232.5,412.6,509.9,573.7,619.6,670.2,729.3,814.1,1049.1,1817.6,7629.3,29838.8,30000,1713109329054,1713109334386
read,449.1,250.4,148.8,212.2,229.7,399.7,498.6,564.2,616.0,673.1,738.0,832.5,1097.4,1731.1,7692.6,34887.4,35000,1713109335890,1713109341197
read,452.7,249.9,148.8,212.2,229.3,394.8,499.9,568.7,624.6,686.8,760.2,869.1,1170.5,1614.7,7734.8,40049.2,40000,1713109342702,1713109348001
read,462.1,304.2,148.8,211.5,229.2,395.4,505.6,579.2,636.9,702.2,779.6,905.7,1256.7,1751.5,9917.2,45074.2,45000,1713109349505,1713109354794
read,458.6,290.8,148.8,209.2,226.7,378.1,490.2,567.6,629.8,702.7,790.9,939.7,1361.0,2430.4,8090.2,49786.6,50000,1713109356299,1713109361597
read,453.3,299.9,148.8,208.1,224.5,363.6,472.6,553.2,623.6,704.9,801.8,977.9,1393.3,1855.5,7780.1,54720.0,55000,1713109363101,1713109368398
read,451.3,302.0,148.8,209.5,226.5,362.2,463.3,539.2,606.3,690.5,793.9,985.7,1425.7,1984.2,8447.4,60106.2,60000,1713109369902,1713109375195
read,436.5,314.5,148.8,208.2,223.5,337.8,426.8,498.9,571.4,669.2,791.8,1019.5,1470.8,1884.0,8597.6,64958.6,65000,1713109376700,1713109382004
read,459.2,331.6,148.8,211.4,228.9,356.8,449.3,523.8,597.3,699.6,832.3,1073.6,1584.2,2336.7,8092.9,70147.4,70000,1713109383508,1713109388809
read,450.3,306.7,137.8,212.9,230.0,355.0,442.3,511.0,581.0,678.1,810.0,1050.8,1472.8,2199.7,8586.2,75016.2,75000,1713109390313,1713109395611
read,585.4,879.9,148.8,226.9,249.8,379.6,467.4,561.5,662.9,818.3,1078.5,1537.5,3506.7,8988.2,31731.8,80046.0,80000,1713109397116,1713109402413
read,822.0,2089.1,148.8,270.8,299.6,383.9,422.6,454.0,489.5,574.3,1032.5,2911.0,9985.1,31401.2,40436.2,83748.6,85000,1713109403917,1713109409216
read,892.3,2352.9,148.8,271.0,310.6,408.8,449.7,478.3,506.9,567.5,861.3,2928.7,12283.6,31636.3,39128.2,80077.9,90000,1713109410721,1713109416020
read,891.2,2638.5,148.8,279.3,317.7,395.4,424.9,442.7,459.9,482.5,528.5,2212.6,12706.6,32110.5,40484.4,82057.8,95000,1713109417524,1713109422822
read,846.5,2505.4,148.8,278.7,305.4,374.7,402.7,423.6,438.0,464.9,519.2,2050.0,12643.7,31818.8,39658.7,86001.5,100000,1713109424326,1713109429621
read,843.8,2442.9,148.8,281.4,309.1,378.1,403.6,424.6,440.0,470.3,560.6,2230.0,12468.9,31854.3,43194.6,85789.6,105000,1713109431126,1713109436429
read,832.6,2579.0,148.8,282.1,304.9,365.9,390.0,402.9,417.8,434.5,470.3,1220.0,12649.0,31970.8,39480.8,88018.6,110000,1713109437933,1713109443228
read,907.3,2690.7,148.8,271.6,312.7,395.9,429.0,451.5,468.6,497.2,546.0,2187.0,12700.7,32185.8,41779.9,81662.7,115000,1713109444732,1713109450035
read,889.7,2530.6,148.8,281.2,317.6,395.4,426.7,448.2,466.6,498.3,573.2,2927.8,12519.7,31993.3,40798.7,82204.5,120000,1713109451538,1713109456831
read,811.4,2456.9,137.8,279.0,300.2,359.5,383.4,398.7,412.7,433.7,482.2,1716.3,12491.1,31943.9,40631.4,89657.7,125000,1713109458336,1713109463634
