#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      379.4   633.9   160.7   232.0   250.4   342.2   372.4   389.5   400.4   415.9   434.2   467.7   839.9  8630.7 31388.0   4943.2     5000  1713117700161  1713117705580
read      387.6   634.6   160.7   222.3   238.9   369.3   409.5   428.7   442.4   459.5   480.5   513.7   630.9  6298.2 30736.5   9936.2    10000  1713117707086  1713117712449
read      396.3   711.3   148.8   217.0   232.0   379.2   432.4   456.5   471.6   491.8   513.8   548.0   639.4  4600.7 31542.1  14968.8    15000  1713117713953  1713117719260
read      386.8   403.0   148.8   212.3   227.7   373.2   444.3   473.0   492.5   512.8   539.6   581.0   690.2  2088.4 27885.4  19994.0    20000  1713117720764  1713117726087
read      378.8   451.4   160.7   209.7   224.6   349.3   433.9   467.3   489.0   511.2   539.0   581.1   686.4  1824.1 28669.2  24962.6    25000  1713117727591  1713117732907
read      384.7   489.7   148.8   208.4   223.8   347.3   436.7   475.7   499.6   525.7   554.9   599.6   725.4  1938.5 29605.7  29936.0    30000  1713117734411  1713117739726
read      372.1   485.9   148.8   206.2   220.9   334.1   417.4   459.4   485.4   512.2   542.5   586.2   689.5  1803.1 29001.4  34985.3    35000  1713117741229  1713117746537
read      373.1   380.6   148.8   208.0   223.5   337.1   419.9   463.5   490.5   518.6   549.1   592.7   691.5  1662.0 28222.4  40059.6    40000  1713117748041  1713117753336
read      379.3   432.2   148.8   205.3   220.1   335.5   418.2   465.1   495.3   527.3   565.2   627.2   823.4  1709.8 28559.0  44925.6    45000  1713117754840  1713117760135
read      361.5   326.4   148.8   204.2   218.4   324.6   397.5   442.5   472.7   505.6   542.0   590.9   706.3  1282.5 16115.0  50257.6    50000  1713117761639  1713117766936
read      355.1   308.0   148.8   202.8   215.9   319.4   389.4   433.5   464.6   498.0   535.2   584.3   686.3  1291.4  9717.6  55049.4    55000  1713117768440  1713117773746
read      343.4   349.7   148.8   202.2   214.7   307.6   368.0   408.4   440.4   476.5   516.9   570.5   673.2   934.1 25867.7  59905.2    60000  1713117775251  1713117780546
read      350.8   231.7   148.8   202.7   216.4   319.1   383.7   423.6   453.3   486.7   525.3   577.9   688.8  1186.6  7750.7  65020.0    65000  1713117782049  1713117787347
read      339.3   250.8   148.8   201.6   214.3   308.3   366.6   402.8   431.7   465.6   505.1   559.1   673.1   942.1  9749.5  69910.2    70000  1713117788851  1713117794147
read      337.8   315.2   148.8   201.3   214.3   307.0   363.0   397.8   425.4   458.2   498.2   552.4   673.4   962.7 23304.0  74721.0    75000  1713117795650  1713117800934
read      334.3   281.3   148.8   200.9   213.5   306.3   360.8   393.7   419.1   450.0   488.5   542.9   654.6   959.2 11965.2  79871.6    80000  1713117802437  1713117807732
read      333.0   281.3   148.8   200.3   213.0   303.6   358.8   392.6   418.7   450.3   489.7   543.8   655.1   911.9  9544.0  84936.8    85000  1713117809236  1713117814531
read      339.6   259.6   148.8   202.8   216.4   314.6   369.7   401.2   425.8   454.9   491.4   544.0   663.3   917.0  8129.3  90130.2    90000  1713117816036  1713117821333
read      334.9   309.2   148.8   200.0   213.1   305.3   359.9   392.7   417.7   448.0   487.0   545.4   684.5  1048.2 12303.1  94966.4    95000  1713117822838  1713117828135
read      340.9   266.7   148.8   203.4   217.3   312.1   364.4   395.5   419.6   449.5   489.3   552.6   742.6  1352.1  9636.8 100114.0   100000  1713117829639  1713117834939
read      339.7   230.7   148.8   204.1   218.9   318.4   369.3   398.1   420.2   446.7   481.7   537.5   670.1   976.2  7334.2 104895.8   105000  1713117836443  1713117841732
read      344.3   265.1   148.8   205.6   220.9   322.4   372.4   400.4   422.4   448.6   483.5   540.7   695.1  1139.0  8240.1 109830.0   110000  1713117843236  1713117848533
read      348.3   404.1   148.8   206.9   222.3   323.2   374.6   404.8   428.5   456.9   494.9   554.3   691.2  1001.1 14169.7 114836.8   115000  1713117850038  1713117855328
read      366.4   176.5   148.8   214.0   232.4   345.9   396.4   426.5   449.6   477.6   518.2   587.9   754.2  1113.6  4101.8 119773.5   120000  1713117856833  1713117862139
read      353.0   232.0   148.8   212.9   230.3   335.6   381.8   407.5   428.2   453.6   488.0   545.5   686.5   953.6  5900.2 124971.4   125000  1713117863643  1713117868934
