#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      385.1   568.8   160.7   233.8   253.3   354.2   387.8   405.0   420.8   436.6   462.4   503.7   788.3  7646.0 29757.0   4963.0     5000  1713107578348  1713107583781
read      411.4   678.8   160.7   220.6   237.5   391.7   444.1   468.3   486.6   506.0   532.8   572.2   674.3  5985.3 29912.7   9995.4    10000  1713107585287  1713107590660
read      415.5   373.4   160.7   218.3   234.0   400.7   477.5   512.0   535.4   561.4   592.2   639.9   746.2  2434.3 24215.4  15030.2    15000  1713107592163  1713107597490
read      427.6   404.5   148.8   215.9   233.6   399.0   490.9   534.9   564.2   596.3   636.3   689.3   807.3  2496.0 24409.8  19893.8    20000  1713107598993  1713107604313
read      424.4   350.1   148.8   212.1   230.0   391.1   481.0   530.6   564.7   603.0   649.2   711.3   850.9  1979.8 17264.3  24945.0    25000  1713107605817  1713107611144
read      436.6   372.1   148.8   210.7   229.3   402.4   490.4   541.2   578.9   622.9   675.0   743.7   918.3  2080.8 17585.6  29980.4    30000  1713107612648  1713107617953
read      437.9   310.3   148.8   211.2   229.9   407.9   493.3   542.7   580.3   625.6   680.1   755.7   937.5  1274.6 11513.1  35006.8    35000  1713107619457  1713107624744
read      440.1   438.9   148.8   210.4   228.9   404.2   492.8   543.2   580.8   626.5   682.7   765.3   951.3  1357.4 28997.4  40049.0    40000  1713107626249  1713107631534
read      436.3   317.9   148.8   210.5   228.7   402.6   489.6   540.8   579.7   626.5   684.7   771.2   965.4  1349.3  9122.4  45055.4    45000  1713107633038  1713107638335
read      447.6   423.8   148.8   213.6   232.9   409.3   500.7   552.4   591.6   638.7   696.2   784.2   972.1  1401.4 28760.1  50087.5    50000  1713107639839  1713107645151
read      443.9   262.4   148.8   212.5   232.0   407.7   500.2   553.7   593.8   642.4   701.8   788.6   979.8  1363.3  7660.2  55121.2    55000  1713107646655  1713107651961
read      445.6   304.4   148.8   211.4   231.4   410.0   498.9   551.6   592.0   640.0   702.1   791.2   974.4  1326.4 10115.3  60175.8    60000  1713107653464  1713107658761
read      443.8   284.6   148.8   213.7   234.6   406.7   498.4   551.7   591.2   637.6   693.6   780.2   959.8  1510.0  8675.5  65057.5    65000  1713107660266  1713107665558
read      420.4   233.0   148.8   213.3   232.0   384.1   468.1   521.3   560.3   605.9   661.2   736.6   871.9  1104.5  7689.0  69918.4    70000  1713107667062  1713107672364
read      434.0   225.6   148.8   214.1   236.0   401.2   485.5   535.6   573.5   618.3   672.9   748.6   909.3  1182.0  8365.9  75036.6    75000  1713107673868  1713107679168
read      442.5   222.5   148.8   219.7   243.0   405.4   493.0   546.8   586.6   632.1   685.9   766.6   932.6  1183.7  8031.3  79934.6    80000  1713107680672  1713107685979
read      504.9   298.7   148.8   223.0   252.1   456.5   557.2   606.5   641.5   690.4   791.1  1053.3  1274.0  1476.8  9896.7  84074.0    85000  1713107687483  1713107692777
read      698.0   332.6   160.7   396.9   437.5   592.7   813.6   913.3   965.0  1014.2  1068.6  1139.7  1263.6  1741.7 11859.8  87811.0    90000  1713107694280  1713107699574
read      748.1   383.5   160.7   426.2   466.5   639.2   864.1   968.8  1023.2  1077.2  1140.8  1226.3  1370.8  2690.6 15314.2  86210.5    95000  1713107701077  1713107706370
read      706.2   350.3   160.7   424.4   453.5   578.0   875.4   951.9   986.4  1021.4  1064.2  1116.2  1229.3  1830.1 12322.8  91438.4   100000  1713107707873  1713107713165
read      780.0   392.8   148.8   474.4   510.2   642.7   898.1  1044.2  1096.9  1142.3  1187.2  1256.5  1376.6  2535.3 15646.5  83874.6   105000  1713107714669  1713107719976
read      757.3   362.9   160.7   443.6   478.3   640.9   839.9   973.4  1041.8  1112.6  1185.7  1263.8  1380.5  3057.5 12462.6  86210.6   110000  1713107721480  1713107726778
read      756.3   384.0   160.7   471.8   498.6   615.5   900.8  1028.7  1068.4  1108.9  1152.5  1207.1  1324.6  2124.6 15781.2  86550.4   115000  1713107728282  1713107733578
read      751.9   416.1   160.7   463.4   490.6   612.0   908.8  1016.9  1054.8  1092.0  1137.9  1186.4  1311.6  2158.1 18858.0  87190.6   120000  1713107735082  1713107740377
read      762.5   364.8   160.7   464.0   496.4   627.6   896.9  1028.6  1071.7  1115.2  1159.4  1222.1  1351.9  2677.5 12443.2  85785.0   125000  1713107741880  1713107747181
