#type,avg,std,min,p5,p10,p50,p67,p75,p80,p85,p90,p95,p99,p999,p9999,QPS,target,ts_start,ts_end
read,370.5,385.6,160.7,235.4,252.7,342.7,372.2,389.4,400.5,416.6,435.6,469.9,1071.1,6539.1,14513.3,4988.8,5000,1713109587518,1713109592952
read,378.2,448.9,160.7,221.8,237.7,363.0,401.7,421.7,434.5,451.8,470.2,506.5,670.8,4427.8,28451.6,9965.4,10000,1713109594457,1713109599826
read,386.8,276.1,148.8,217.3,232.3,383.3,438.5,463.0,480.0,499.3,524.2,562.4,675.3,2174.3,9405.1,15005.9,15000,1713109601329,1713109606644
read,376.3,267.5,148.8,209.9,225.0,363.3,433.7,461.4,479.8,500.2,526.3,564.8,668.1,2024.9,11082.4,19938.2,20000,1713109608148,1713109613481
read,383.8,294.4,148.8,210.5,226.3,359.7,442.0,476.0,498.0,522.4,549.6,593.2,712.9,1903.4,11608.2,25169.0,25000,1713109614984,1713109620310
read,380.6,286.6,148.8,208.4,223.8,345.3,438.2,476.9,501.1,528.1,559.7,608.9,728.6,1931.0,13941.3,30030.0,30000,1713109621814,1713109627131
read,371.6,240.7,148.8,205.8,220.6,339.0,424.2,465.7,491.6,518.9,548.9,595.4,710.4,1704.9,8032.5,34830.6,35000,1713109628636,1713109633940
read,374.8,279.8,148.8,205.4,220.3,339.2,421.5,465.0,493.4,524.2,560.6,619.4,757.9,1776.1,7700.7,39817.0,40000,1713109635444,1713109640749
read,359.0,189.4,148.8,203.9,217.9,325.7,399.9,443.0,472.5,504.5,540.9,592.0,701.6,1100.1,5848.9,44825.5,45000,1713109642254,1713109647555
read,369.1,245.2,148.8,204.9,219.5,331.5,406.9,451.9,482.3,515.3,552.0,609.7,768.0,1925.7,10100.5,50007.0,50000,1713109649058,1713109654348
read,350.0,288.3,148.8,202.4,215.3,315.3,380.9,423.9,455.1,489.6,528.3,579.9,685.0,1174.7,9683.3,55000.8,55000,1713109655853,1713109661151
read,348.2,236.3,148.8,201.8,215.1,317.5,381.1,421.1,450.7,483.7,522.2,574.8,682.4,1090.5,7404.1,59892.7,60000,1713109662655,1713109667951
read,346.8,251.8,148.8,201.5,214.3,312.5,377.6,419.3,449.5,483.5,524.1,580.8,690.4,1005.0,7759.6,65034.9,65000,1713109669455,1713109674751
read,337.2,229.7,148.8,200.0,212.8,305.3,363.6,400.7,429.4,463.1,503.2,558.9,677.2,1139.0,7536.6,69995.8,70000,1713109676256,1713109681551
read,337.6,208.5,148.8,200.7,213.6,310.7,367.5,401.6,428.2,459.4,497.8,550.1,666.3,1054.9,6177.8,75104.2,75000,1713109683056,1713109688353
read,331.3,200.7,148.8,199.2,211.9,306.1,362.3,394.5,418.8,447.7,483.8,535.7,637.4,896.0,7739.7,79926.0,80000,1713109689857,1713109695150
read,335.7,188.9,148.8,201.3,214.5,310.4,365.6,397.7,422.3,451.2,487.9,542.3,663.2,1137.5,4827.7,85172.4,85000,1713109696654,1713109701956
read,329.7,194.5,148.8,197.8,210.7,301.6,356.8,390.3,415.2,444.9,482.8,540.8,677.9,1017.4,6462.3,89978.2,90000,1713109703460,1713109708753
read,329.5,193.1,148.8,200.1,213.3,307.0,359.3,389.2,410.7,436.9,471.8,527.8,638.9,863.2,5083.1,94726.0,95000,1713109710258,1713109715554
read,334.1,157.2,148.8,202.7,216.0,313.7,365.9,395.3,417.2,443.1,476.7,530.7,646.4,902.1,3992.5,99773.6,100000,1713109717058,1713109722361
read,337.4,245.0,148.8,203.8,218.0,315.9,366.0,394.2,415.0,439.5,471.5,526.0,652.9,1353.1,9104.4,104814.4,105000,1713109723865,1713109729165
read,330.1,202.1,148.8,203.1,216.8,311.1,358.8,386.2,405.6,431.1,463.8,514.6,627.9,861.1,5785.9,109730.0,110000,1713109730668,1713109735963
read,340.5,162.1,148.8,207.1,222.8,324.4,372.4,399.3,419.7,443.2,473.1,525.3,635.9,862.4,4622.1,114889.6,115000,1713109737466,1713109742762
read,340.7,195.6,148.8,207.1,223.0,323.1,369.0,394.8,413.9,436.4,468.1,522.4,663.1,1281.3,6300.6,120059.6,120000,1713109744266,1713109749570
read,350.3,160.0,137.8,209.9,227.0,332.4,379.8,406.3,427.1,452.2,485.9,542.8,700.0,1329.1,3828.3,124907.2,125000,1713109751075,1713109756374
