#type,avg,std,min,p5,p10,p50,p67,p75,p80,p85,p90,p95,p99,p999,p9999,QPS,target,ts_start,ts_end
read,403.8,1039.1,173.5,231.2,249.7,348.2,382.1,399.4,413.0,429.2,450.8,484.6,681.6,25812.7,31619.8,5003.2,5000,1713107393344,1713107398777
read,417.9,530.3,160.7,221.4,238.7,403.7,458.1,486.1,505.0,529.1,558.0,610.7,807.3,4068.7,30110.8,10007.6,10000,1713107400283,1713107405651
read,415.9,573.2,160.7,218.7,234.0,390.9,462.6,497.5,521.2,546.5,580.4,631.0,773.7,3921.7,29619.0,14892.0,15000,1713107407154,1713107412469
read,425.9,380.6,160.7,215.4,232.8,398.2,486.7,531.3,561.5,594.6,635.3,691.3,835.6,1920.3,24830.1,20135.6,20000,1713107413973,1713107419293
read,426.8,449.0,148.8,211.3,229.3,394.5,481.6,529.7,563.5,601.8,647.3,709.8,842.6,1754.7,28915.1,24910.0,25000,1713107420798,1713107426127
read,436.8,392.5,148.8,213.7,231.4,400.4,487.3,539.0,577.3,622.2,674.0,743.3,916.5,2205.6,24881.7,29960.0,30000,1713107427631,1713107432933
read,437.8,421.9,148.8,211.5,229.4,401.0,490.5,542.5,581.3,626.3,678.7,751.9,929.3,1691.9,28451.7,34876.9,35000,1713107434438,1713107439746
read,446.1,280.8,148.8,217.5,236.2,418.1,503.9,552.4,589.9,635.8,691.0,772.8,963.4,1349.7,9500.5,39907.8,40000,1713107441251,1713107446540
read,454.6,285.5,148.8,218.3,237.3,419.3,511.6,565.4,604.9,652.4,713.5,803.4,1012.5,1645.2,9961.3,44913.8,45000,1713107448044,1713107453340
read,435.1,301.5,148.8,211.2,229.5,400.2,488.4,540.0,579.5,627.1,685.1,770.5,946.0,1331.6,6472.6,49955.6,50000,1713107454844,1713107460147
read,449.5,346.6,148.8,213.8,233.7,411.3,504.4,559.1,599.0,646.6,706.4,795.9,978.2,1364.6,15280.2,54928.3,55000,1713107461652,1713107466946
read,435.0,386.4,148.8,210.6,229.8,396.6,484.7,536.5,575.4,621.7,678.7,761.3,928.7,1290.8,24874.3,59925.4,60000,1713107468449,1713107473747
read,430.0,289.3,148.8,211.4,230.4,392.7,479.7,533.2,572.4,618.2,674.8,755.0,923.4,1329.0,9900.1,64928.8,65000,1713107475251,1713107480541
read,431.4,323.0,148.8,212.8,232.8,395.3,480.3,532.0,570.6,616.6,672.8,750.3,906.1,1245.4,12243.4,70217.0,70000,1713107482044,1713107487339
read,435.1,337.7,148.8,215.1,236.4,400.9,483.6,534.0,571.3,614.8,669.6,747.1,911.8,1268.7,12373.6,74534.1,75000,1713107488844,1713107494137
read,477.8,295.7,148.8,229.5,259.3,441.2,529.5,583.8,625.3,673.6,734.0,831.0,1021.3,1337.4,10165.1,79851.8,80000,1713107495642,1713107500938
read,509.8,259.7,148.8,248.4,284.2,468.6,566.1,626.8,671.4,723.7,789.3,884.6,1057.0,1348.7,7868.1,85087.2,85000,1713107502442,1713107507731
read,720.4,380.8,160.7,431.6,465.0,597.0,833.3,957.8,1009.5,1056.0,1101.6,1166.6,1272.6,1754.9,14480.7,86754.0,90000,1713107509234,1713107514534
read,777.6,420.8,160.7,477.8,513.7,641.0,811.8,1040.5,1104.4,1153.9,1207.0,1268.6,1380.3,2278.5,15839.3,83719.7,95000,1713107516038,1713107521336
read,777.5,432.7,173.5,475.5,509.9,639.1,877.9,1037.7,1092.0,1141.0,1189.3,1260.8,1379.8,2643.7,18588.5,84089.4,100000,1713107522840,1713107528142
read,756.0,434.3,148.8,459.2,491.0,623.2,875.9,1008.9,1060.9,1110.1,1157.8,1221.5,1338.5,2323.6,18703.0,86688.2,105000,1713107529645,1713107534939
read,787.0,472.3,148.8,455.3,493.2,668.4,874.7,1013.2,1081.8,1149.3,1218.7,1297.5,1444.1,3421.5,21445.9,83364.2,110000,1713107536444,1713107541735
read,797.7,424.6,173.5,510.0,538.0,650.2,813.6,1095.8,1142.7,1187.3,1233.2,1279.2,1379.6,2139.5,16109.7,82130.6,115000,1713107543239,1713107548535
read,770.0,407.2,187.4,456.1,491.1,638.9,907.4,1020.5,1067.1,1115.2,1167.1,1240.8,1371.4,2954.1,15366.5,84992.2,120000,1713107550039,1713107555336
read,779.5,380.9,173.5,476.5,511.6,646.3,876.5,1043.6,1101.1,1146.4,1193.2,1261.0,1377.7,1885.5,11969.7,83844.4,125000,1713107556840,1713107562141
