Random waveform, supplied seed
Total number of intervals = 84 (7434, 67201, 85927, 63953, 31595, 87879, 7287, 62295, 6561, 22532, 60653, 59076, 60154, 22964, 8172, 27652, 37594, 24367, 33771, 84944, 85666, 51918, 34406, 28664, 38289, 20658, 13840, 93419, 98284, 71313, 42089, 46458, 30755, 42889, 93552, 65694, 29574, 51355, 67361, 16287, 81508, 87619, 99068, 51267, 11822, 97494, 97350, 55460, 85984, 82043, 52873, 13911, 49984, 9274, 27187, 18735, 86505, 93039, 75999, 32324, 84255, 81759, 37291, 53818, 30297, 31569, 38927, 10652, 98119, 48176, 34929, 69735, 20753, 84642, 42333, 61587, 77998, 97625, 23781, 66723, 31016, 47394, 95335, 5252)
Average QPS expected = 51998
Timestamp start: 1715722963988
Timestamp end: 1715723804499

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      348.7   402.8    86.8   163.7   191.6   325.6   371.6   395.1   412.0   432.5   460.9   506.1   656.1  6131.0 17322.6   7382.9     7434
read      371.5   241.1    74.4   138.4   159.2   335.7   426.8   479.4   518.0   564.1   622.9   709.4   905.2  2130.9  7931.4  67269.0    67201
read      371.7   292.9    74.4   141.6   164.6   333.7   417.8   467.2   504.9   550.4   612.9   706.2   910.7  2599.6 10631.2  85932.9    85927
read      366.0   269.6    74.4   135.5   155.8   332.0   421.9   472.5   510.4   554.5   611.2   690.9   870.4  2094.1  8229.3  64061.3    63953
read      473.6   775.5    74.4   132.0   152.7   342.9   478.5   562.1   630.7   729.2   864.0  1060.0  1810.3  9215.7 32145.9  31553.4    31595
read      430.5   693.7    74.4   145.2   170.9   355.3   438.6   489.6   529.6   581.3   655.3   787.1  1748.4  9036.1 31497.7  87957.6    87879
read      413.5  1082.9    80.4   165.3   195.9   334.3   383.3   409.6   430.3   455.9   489.2   543.7  1888.0 14606.0 36961.0   7246.8     7287
read      380.7   306.6    74.4   140.1   160.9   343.1   435.6   488.9   528.1   574.3   633.6   728.4   953.1  2500.6  9927.6  62285.5    62295
read      353.4   422.0    86.8   175.0   205.5   329.5   372.6   395.6   412.3   432.4   459.6   504.1   674.8  6183.9 16804.4   6589.6     6561
read      368.7   313.6    80.4   139.9   160.8   339.5   436.2   484.7   515.5   547.3   586.7   640.9   777.1  3162.9 12158.9  22493.9    22532
