Random waveform, supplied seed
Total number of intervals = 450 (7434, 67201, 85927, 63953, 31595, 87879, 7287, 62295, 6561, 22532, 60653, 59076, 60154, 22964, 8172, 27652, 37594, 24367, 33771, 84944, 85666, 51918, 34406, 28664, 38289, 20658, 13840, 93419, 98284, 71313, 42089, 46458, 30755, 42889, 93552, 65694, 29574, 51355, 67361, 16287, 81508, 87619, 99068, 51267, 11822, 97494, 97350, 55460, 85984, 82043, 52873, 13911, 49984, 9274, 27187, 18735, 86505, 93039, 75999, 32324, 84255, 81759, 37291, 53818, 30297, 31569, 38927, 10652, 98119, 48176, 34929, 69735, 20753, 84642, 42333, 61587, 77998, 97625, 23781, 66723, 31016, 47394, 95335, 5252, 65908, 16889, 42912, 99898, 26385, 22616, 50605, 90283, 26273, 48521, 34058, 75648, 19482, 15054, 75754, 5187, 17656, 96343, 36665, 85269, 31525, 61798, 12253, 25710, 79937, 7271, 85861, 91467, 72217, 31080, 76878, 84584, 12492, 57106, 96245, 6791, 90728, 5151, 82969, 42635, 99337, 95192, 69200, 49459, 29055, 64324, 5705, 84816, 23714, 74116, 19948, 44213, 19454, 7190, 47657, 44399, 6481, 5807, 83137, 9580, 37385, 33706, 35204, 50438, 48878, 42682, 27416, 64424, 64364, 5481, 26227, 26586, 86286, 24452, 26832, 29795, 46224, 84587, 63389, 46953, 90536, 12508, 38491, 97806, 11813, 39665, 53571, 63215, 78767, 8615, 67903, 16398, 53434, 38068, 9130, 69227, 37496, 83925, 51037, 33690, 51474, 73708, 98618, 81977, 91567, 48236, 91726, 52458, 70467, 71151, 65016, 42057, 78821, 60720, 39911, 10628, 73736, 7334, 91868, 76670, 10405, 26019, 55530, 29615, 66057, 55281, 21177, 88239, 70227, 23421, 97104, 6235, 58045, 23729, 40897, 53312, 87262, 81836, 92274, 47252, 75747, 80994, 98224, 7737, 37514, 10640, 90490, 92514, 89245, 73823, 46565, 21419, 66915, 31667, 72255, 99535, 9226, 67844, 71413, 97328, 55113, 53743, 15253, 90605, 25767, 93458, 95080, 88399, 95681, 33003, 98809, 64610, 51183, 20194, 7602, 46677, 5577, 23035, 57516, 62851, 38431, 25729, 19443, 19461, 42341, 5691, 40223, 29941, 41162, 43863, 20318, 93421, 48578, 40595, 17677, 78948, 9703, 9686, 7968, 15830, 8192, 79410, 76582, 54634, 72177, 15101, 8167, 44130, 53047, 97171, 81360, 77277, 38294, 11165, 74155, 12255, 52404, 17057, 6005, 85707, 79742, 58322, 26212, 69487, 29507, 51412, 67374, 55125, 53048, 12192, 36138, 60799, 36368, 39729, 95693, 40999, 65037, 12633, 50117, 62765, 12379, 49369, 39111, 52692, 24539, 61591, 47864, 16479, 75268, 8714, 13002, 77147, 43518, 27206, 55859, 37448, 45026, 99974, 64632, 49061, 80418, 16471, 35694, 13935, 79838, 48842, 17708, 31401, 62091, 87121, 81929, 42013, 90709, 67578, 58116, 68886, 93119, 95079, 77456, 15723, 9867, 8176, 89745, 11058, 81413, 21659, 27181, 17420, 23028, 33694, 32735, 57645, 45216, 57659, 85443, 14390, 31520, 67089, 16537, 18930, 46784, 93102, 89799, 66551, 93104, 43768, 54006, 64618, 86482, 77459, 61365, 52346, 87286, 17384, 98165, 63330, 5866, 37693, 75360, 34753, 59823, 68266, 39383, 65072, 33192, 51847, 62362, 84073, 64213, 27059, 54703, 98366, 29565, 75000, 62235, 47788, 68928, 36478, 76067, 47020, 81656, 16396, 21661, 50156, 54102, 65670, 17584, 30347, 21534, 10216, 80544, 45508, 21591, 15435, 14502, 16369, 42077, 38334, 17694, 75056, 53845, 13319, 77808, 44423, 25669, 66463)
Average QPS expected = 50157
Timestamp start: 1715954002317
Timestamp end: 1715954903142

#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target
read      274.7   369.1    68.9   125.1   146.1   249.8   283.1   300.5   313.2   328.5   349.2   393.1   661.2  6646.4 13477.3   7283.0     7434
read      329.8   190.2    68.9   119.8   140.7   307.9   383.9   426.4   456.7   492.3   537.9   609.5   787.0  1222.2  5630.4  66920.0    67201
read      349.0   299.8    63.8   119.4   140.7   308.4   385.1   430.8   465.7   509.7   573.3   679.1  1003.1  3511.3 10227.5  85838.0    85927
read      361.3   287.7    68.9   124.3   146.5   329.5   412.4   457.4   489.8   528.9   580.3   667.1   926.1  2934.4  9839.8  63601.0    63953
read      323.4   177.2    68.9   118.1   137.2   307.0   370.1   408.7   439.5   473.9   517.6   585.5   749.2  1496.0  4126.0  31659.0    31595
read      370.2   312.9    68.9   129.3   152.4   335.0   416.1   463.5   500.1   545.0   609.0   715.5   954.7  2444.9  8928.6  87134.5    87879
read      322.0   636.7    86.8   143.7   166.4   280.4   314.3   332.6   344.8   361.3   382.7   428.0  1435.8  8280.3 31326.4   7458.0     7287
read      349.5   192.0    68.9   124.6   144.6   326.5   406.9   453.8   487.6   528.2   578.5   653.1   831.4  1699.7  4058.2  62001.5    62295
read      293.3   283.4    86.8   146.4   169.8   277.7   311.0   328.9   341.5   357.0   375.0   414.3   635.8  3807.2 12592.1   6692.0     6561
read      337.2   303.9    74.4   121.9   140.9   308.6   387.1   431.6   461.9   495.5   533.9   587.6   861.9  2545.7 12653.7  22739.5    22532
read      363.9   391.8    68.9   121.3   142.3   321.8   401.4   444.9   476.1   516.8   572.3   663.5  1420.4  4110.9 10220.2  60648.0    60653
read      342.7   235.8    68.9   121.7   142.0   314.6   390.2   430.1   460.1   496.8   543.5   622.9   975.8  2328.4  8002.0  59096.5    59076
read      379.9   430.4    63.8   123.2   144.3   321.3   401.9   448.0   482.5   526.6   588.0   718.8  1804.5  3926.3 12901.4  60151.0    60154
read      353.6   609.5    74.4   117.1   134.6   294.3   358.0   399.4   430.9   466.0   512.3   613.1  1803.2  5364.5 31475.7  23057.0    22964
read      456.5  1503.8    74.4   119.3   140.0   273.2   320.9   350.6   372.6   403.8   455.6   575.2  6127.2 30468.5 34517.1   8193.0     8172
read      395.3   705.6    68.9   117.6   136.3   296.1   374.9   430.9   475.9   537.0   661.3   882.2  1495.8  9572.8 30675.6  27673.0    27652
read      317.7   191.3    68.9   118.9   136.8   299.9   364.6   403.0   433.1   469.9   516.6   584.1   747.5  1234.7  4007.3  37465.5    37594
read      313.4   311.5    68.9   117.8   135.7   288.5   349.0   389.2   419.4   454.0   494.3   549.2   716.5  2718.9 10350.4  24406.0    24367
read      317.1   204.3    74.4   119.9   138.4   301.7   363.7   400.9   429.9   466.0   507.5   566.0   712.2  1483.2  9161.7  33876.5    33771
read      337.1   198.1    63.8   121.0   142.6   310.2   384.6   429.2   462.9   504.6   563.2   657.4   834.4  1265.2  5835.5  84956.0    84944
read      345.8   211.9    63.8   121.8   144.6   317.3   395.2   440.5   472.4   513.7   575.3   674.6   869.5  1349.7  5045.2  85517.0    85666
read      349.0   220.4    68.9   123.0   144.7   328.1   406.1   446.9   475.4   509.6   556.3   631.6   842.9  2230.4  6506.5  52367.0    51918
read      326.8   243.1    68.9   117.6   136.2   310.1   372.5   410.3   440.4   475.3   519.2   582.7   748.7  1701.4 12935.6  34426.0    34406
read      314.7   195.0    68.9   116.7   134.7   298.3   356.7   394.0   423.7   459.1   501.2   564.4   736.2  1570.3  6785.5  28725.0    28664
read      330.6   197.3    68.9   119.6   138.6   316.3   383.7   422.3   451.3   485.6   529.2   591.2   757.0  1364.6  7811.2  38160.5    38289
read      309.1   272.8    74.4   118.5   136.4   285.5   349.9   388.7   415.3   444.2   478.9   534.0   741.0  2978.7 12765.4  20786.0    20658
