#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999     QPS   target
read      422.4   342.5   160.7   238.8   270.6   398.4   449.4   471.6   489.3   507.1   534.0   574.1   708.7  5396.6 12429.1   5017.4     5000
read      475.7   406.4   160.7   230.2   251.4   457.6   529.8   567.9   593.4   626.8   668.0   731.3   919.8  5402.4 13432.3  10000.6    10000
read      507.8   319.5   160.7   229.9   256.2   487.2   576.3   629.6   668.9   712.8   764.6   838.4   982.1  3831.0 13552.0  15074.2    15000
read      552.9   377.7   160.7   233.5   262.4   522.1   615.2   678.4   730.6   790.5   858.7   946.6  1117.2  5003.9 11533.8  19920.4    20000
read      587.5   771.1   148.8   234.0   265.3   552.5   650.8   715.1   765.9   829.7   905.5  1007.4  1200.9  5265.4 24405.3  24869.2    25000
read      603.8   411.1   160.7   233.1   263.3   567.2   683.6   751.8   804.9   867.2   942.8  1062.0  1337.1  5119.9 12825.1  29895.6    30000
read      611.1   421.5   160.7   238.3   268.2   572.1   698.4   772.2   824.7   887.7   969.0  1085.5  1359.9  3891.5 16819.7  35024.4    35000
read      626.9   427.3   160.7   244.8   279.1   586.1   717.1   791.3   845.3   907.6   986.6  1103.0  1373.5  4514.6 15995.2  39933.2    40000
read      638.2   452.2   160.7   239.3   275.0   587.9   733.2   810.5   866.0   929.7  1009.9  1142.8  1474.8  4490.3 17760.9  44924.2    45000
read      658.8   443.7   160.7   256.1   299.8   600.3   747.1   831.5   891.3   964.0  1059.2  1201.0  1509.5  4405.2 16140.8  49932.8    50000
read     1276.9   784.7   160.7   875.7   936.5  1092.2  1165.4  1234.3  1455.6  1918.3  2058.0  2170.0  2360.6 12529.1 29369.6  52025.0    55000
