#type,avg,std,min,p5,p10,p50,p67,p75,p80,p85,p90,p95,p99,p999,p9999,QPS,target
read,387.0,293.0,173.5,240.9,264.0,371.2,405.7,425.7,438.7,455.6,472.8,505.1,587.7,4758.4,9143.6,4985.4,5000
read,433.3,433.7,160.7,232.0,252.0,418.5,479.1,509.4,531.2,554.0,584.7,633.1,752.9,5345.2,27896.2,9978.6,10000
read,477.7,283.4,160.7,234.8,257.3,458.1,542.0,586.8,620.7,660.5,709.4,775.9,900.2,3697.3,9408.7,14964.6,15000
read,508.5,310.3,160.7,237.8,262.6,479.1,563.9,618.1,663.8,719.8,782.6,860.4,1018.6,3110.7,12656.4,20133.4,20000
read,530.7,355.5,160.7,239.8,265.6,494.3,584.3,639.6,689.8,753.2,830.7,929.0,1153.6,3932.7,13692.8,24992.0,25000
read,567.9,377.1,160.7,242.1,271.8,542.2,636.3,693.3,740.4,797.0,866.6,961.0,1147.0,4314.6,13607.1,29971.4,30000
read,574.7,349.9,160.7,238.3,265.8,537.5,651.2,720.6,771.0,830.0,903.6,1013.7,1278.3,3702.0,11231.1,34930.8,35000
read,564.6,353.6,160.7,239.0,263.2,506.3,622.5,703.1,767.5,841.4,933.3,1074.6,1368.0,3329.5,12216.8,40073.2,40000
read,576.1,337.7,160.7,242.7,269.8,525.2,644.8,722.9,781.0,848.1,930.1,1067.0,1364.8,2227.9,10728.7,44919.0,45000
read,615.6,363.2,160.7,258.4,294.3,581.6,704.7,770.0,815.6,869.8,942.6,1064.7,1361.7,2798.6,13696.7,49954.3,50000
read,726.3,479.3,160.7,293.3,349.8,672.9,812.4,885.0,937.1,1006.3,1119.0,1350.5,1779.6,3925.1,18890.3,54869.4,55000
