#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999     QPS   target
read     3578.8  2447.7   187.4  2093.8  2220.3  3389.2  3473.2  3784.0  3849.4  3914.7  3980.1  4045.4 14714.9 33334.3 45107.1   5030.2     5000
read     2714.5  2020.5   173.5   305.6   354.1  3340.2  3471.2  3592.5  3685.5  3779.9  3887.3  3994.8  5641.3 28078.2 34387.6   9974.0    10000
read     1897.0  1983.8   173.5   303.1   360.1   736.2  3290.8  3414.8  3493.0  3599.4  3705.7  3872.7  4267.4 25261.6 34990.9  15039.4    15000
read     1579.7  1754.9   160.7   317.7   380.3   743.4  1138.1  3280.2  3407.8  3538.1  3673.5  3873.5  5656.3 22325.5 31156.3  19949.2    20000
read     1450.4  1608.2   173.5   321.6   392.1   765.5   994.3  1348.5  3322.3  3504.8  3670.3  3970.4  5423.1 18367.6 30033.0  25029.8    25000
read     2280.6  2762.4   173.5   612.6   761.2  1078.7  1804.3  3510.8  4766.5  4920.1  5073.7  5778.7  9510.0 32107.7 40737.3  28928.6    30000
read     2676.9  3453.0   202.4   881.7   944.3  1163.5  2040.8  4798.6  4918.5  5038.5  5523.8  6204.1 12845.8 36226.4 42907.0  27637.6    35000
read     2640.0  3403.4   202.4   864.8   922.0  1162.3  1970.8  4762.1  4898.2  5034.2  5589.5  6402.5 10218.4 36021.4 43291.0  27844.7    40000
read     2638.0  3328.1   218.6   874.7   932.4  1163.5  2020.9  4787.6  4910.9  5034.3  5488.6  6190.3 10164.5 35847.3 42344.0  27759.6    45000
read     2625.3  3378.6   218.6   865.9   922.4  1144.7  1988.0  4783.6  4906.7  5029.9  5534.5  6197.7 10248.4 36881.7 49395.2  28033.0    50000
read     2659.7  3261.2   236.1   879.7   944.3  1176.7  2062.8  4796.7  4922.8  5049.0  5540.1  6262.2 10223.1 32945.6 42035.2  27455.0    55000
