#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      351.0   233.7   148.8   212.1   226.8   326.2   380.9   412.5   434.3   460.0   491.0   537.8   662.3  1698.2  8692.9  30345.8    30200  1715442750578  1715442760702
read      349.0   222.6   148.8   211.4   226.3   324.4   377.9   409.3   432.2   458.2   489.9   537.7   658.3  1368.3  9976.8  30272.0    30205  1715442762212  1715442772344
read      350.0   235.1   160.7   211.6   226.2   325.8   380.6   411.3   433.0   457.8   487.6   531.5   639.0  2587.1 10044.0  30275.2    30210  1715442773853  1715442783982
read      329.9   209.2   148.8   207.2   220.7   306.2   352.3   381.3   403.2   430.1   461.7   504.8   618.3  1431.1  8662.8  30287.3    30215  1715442785489  1715442795611
read      349.4   196.6   148.8   212.0   226.7   326.2   381.2   412.4   433.8   458.4   488.3   533.6   652.9  1667.8  8091.4  30187.9    30220  1715442797121  1715442807249
read      348.0   219.2   160.7   211.2   226.0   325.7   380.6   410.9   431.8   455.6   484.1   528.1   634.6  1400.2  9433.0  30171.9    30225  1715442808758  1715442818880
read      348.8   209.0   148.8   211.2   226.0   325.0   380.1   410.9   432.6   457.6   488.1   534.1   656.8  1487.0  8547.6  30164.3    30230  1715442820391  1715442830503
read      347.6   194.3   148.8   210.5   225.6   325.7   379.1   409.2   430.9   456.0   486.4   532.7   649.0  1418.4  8133.3  30241.4    30235  1715442832014  1715442842134
read      348.8   208.9   148.8   211.1   225.6   325.5   380.9   411.8   433.3   458.2   488.2   533.4   647.9  1486.0  9123.3  30211.6    30240  1715442843643  1715442853771
read      348.0   217.5   160.7   211.3   226.0   323.6   376.3   407.0   429.5   455.0   486.0   534.0   656.5  1951.5  9129.2  30252.3    30245  1715442855280  1715442865404
read      351.4   245.4   148.8   210.5   225.5   325.1   379.7   411.3   433.7   459.9   491.9   539.7   673.1  2295.5 10239.7  30192.5    30250  1715442866914  1715442877036
read      343.7   210.6   148.8   209.3   223.8   319.5   372.6   403.5   425.9   450.8   480.3   526.3   639.5  1928.4  8922.2  30249.9    30255  1715442878546  1715442888664
read      350.1   255.3   148.8   212.5   227.1   323.6   375.5   405.7   428.5   454.4   486.0   534.6   665.8  2435.0 11949.0  30181.8    30260  1715442890173  1715442900302
read      352.2   265.0   148.8   211.7   226.4   324.1   376.6   407.4   429.3   454.7   486.4   535.8   688.1  3084.5 10988.0  30284.9    30265  1715442901810  1715442911950
read      350.8   256.7   148.8   210.2   225.2   324.7   379.4   410.5   432.3   457.7   489.1   536.7   659.3  2353.3 12402.5  30267.4    30270  1715442913461  1715442923575
read      350.3   265.4   148.8   210.4   225.2   323.8   377.4   408.1   430.0   454.9   485.2   532.6   661.7  3117.2 11890.6  30232.1    30275  1715442925086  1715442935206
read      346.4   195.4   160.7   213.0   227.4   323.9   377.3   407.1   428.4   452.4   480.7   524.2   635.5  1608.5  8305.0  30160.8    30280  1715442936713  1715442946833
read      349.1   209.5   160.7   212.3   227.0   326.2   381.1   412.0   433.4   458.1   487.5   531.5   636.4  1543.5  8713.3  30299.9    30285  1715442948341  1715442958456
read      344.2   201.5   148.8   212.4   226.6   322.1   373.5   403.0   424.5   448.5   476.6   520.2   634.2  1646.4  9081.5  30343.3    30290  1715442959966  1715442970092
read      352.9   221.2   148.8   214.7   230.3   328.6   381.6   412.3   433.8   458.9   489.4   534.9   657.4  2609.7  8291.2  30264.6    30295  1715442971604  1715442981723
read      346.0   207.9   148.8   212.4   227.3   322.1   374.4   404.5   426.8   451.9   482.0   527.5   640.1  1552.4  8591.8  30400.0    30300  1715442983232  1715442993351
read      348.5   212.4   148.8   211.1   226.1   325.1   380.5   411.6   433.0   457.4   486.5   530.1   638.8  1904.2  8573.0  30342.5    30305  1715442994859  1715443004976
read      345.9   219.7   148.8   209.6   224.2   321.2   375.2   406.6   429.0   454.1   484.1   529.5   649.5  1754.7  8873.4  30290.6    30310  1715443006488  1715443016606
read      347.5   212.2   148.8   210.2   225.0   323.9   378.4   409.6   431.3   456.0   485.9   531.3   653.9  1424.0  8678.8  30279.8    30315  1715443018117  1715443028239
read      352.7   215.6   148.8   212.3   227.3   329.4   385.5   416.7   437.9   463.0   493.5   539.7   665.2  1550.1  8683.0  30285.4    30320  1715443029749  1715443039871
read      349.5   233.6   148.8   209.1   224.1   324.1   380.4   412.1   433.9   459.5   491.2   539.8   667.3  1537.9  9995.2  30357.8    30325  1715443041381  1715443051508
read      350.2   209.8   148.8   212.3   227.1   326.9   381.4   412.5   434.2   459.1   489.6   536.8   662.6  1481.1  8360.9  30275.1    30330  1715443053016  1715443063138
read      350.3   235.5   148.8   209.4   224.3   324.9   380.8   412.8   434.5   460.1   491.3   538.5   666.9  1898.1  9289.6  30319.6    30335  1715443064648  1715443074771
read      345.8   218.9   160.7   211.0   225.5   321.7   376.3   407.1   428.6   452.8   481.8   525.9   639.0  1593.7  8547.9  30305.8    30340  1715443076282  1715443086401
read      348.4   223.7   148.8   210.9   225.4   324.5   379.6   410.7   432.5   457.5   487.8   532.8   640.2  1729.0  9636.9  30300.3    30345  1715443087909  1715443098033
read      352.4   216.0   148.8   211.6   226.6   327.3   382.6   414.3   436.2   462.2   494.6   543.1   679.1  2108.7  8553.2  30370.2    30350  1715443099542  1715443109666
read      349.5   227.8   148.8   210.3   225.3   325.0   381.2   412.5   433.8   458.5   488.4   533.6   640.9  2008.0  8670.6  30309.9    30355  1715443111177  1715443121295
read      334.3   198.1   148.8   207.5   221.4   312.0   360.5   389.4   410.3   434.9   465.1   508.6   631.2  1381.2  8101.4  30441.6    30360  1715443122806  1715443132923
read      345.1   174.0   160.7   210.1   224.8   322.8   377.6   408.5   430.1   454.6   483.8   528.7   642.4  1281.2  7861.1  30378.7    30365  1715443134434  1715443144556
read      348.1   201.8   148.8   213.2   227.6   325.7   380.0   410.6   431.7   456.1   485.0   528.0   633.8  1392.7  8019.2  30382.7    30370  1715443146064  1715443156181
read      348.1   235.9   148.8   210.3   225.3   322.5   376.2   407.3   429.3   454.2   484.5   531.4   655.5  2169.9  9902.3  30385.1    30375  1715443157692  1715443167812
read      349.0   210.4   148.8   211.4   226.3   325.5   380.3   411.2   432.6   457.3   487.5   535.2   656.6  1439.5  8751.0  30387.5    30380  1715443169322  1715443179445
read      348.3   200.6   148.8   211.1   225.9   325.8   381.6   412.2   432.9   456.7   485.2   529.0   638.1  1708.7  8622.5  30319.3    30385  1715443180956  1715443191074
read      351.6   210.8   160.7   211.6   226.7   328.0   383.8   414.3   435.1   459.4   488.9   534.6   665.4  2077.3  8594.1  30327.0    30390  1715443192584  1715443202704
read      357.4   212.2   148.8   212.3   227.7   329.6   382.0   412.7   435.0   462.1   496.7   554.2   779.9  2463.4  8117.0  30432.5    30395  1715443204214  1715443214336
read      354.9   214.6   148.8   216.6   231.1   330.5   384.2   414.9   436.4   462.0   493.5   541.4   683.0  1741.4  8571.2  30411.9    30400  1715443215846  1715443225970
read      350.7   202.3   160.7   213.1   227.7   327.6   382.9   414.2   435.2   460.1   489.9   534.5   660.5  1380.3  8350.3  30432.9    30405  1715443227480  1715443237601
read      351.5   212.9   160.7   213.7   228.4   327.8   382.2   413.2   434.6   459.4   489.7   536.0   661.2  1625.6  9877.1  30464.7    30410  1715443239113  1715443249236
read      353.2   218.1   148.8   212.8   227.8   328.4   383.4   415.2   436.9   462.4   493.8   542.4   680.0  1737.3  8890.2  30431.8    30415  1715443250747  1715443260871
read      352.6   217.4   160.7   215.5   229.7   330.4   385.7   415.8   436.2   459.9   488.6   532.4   646.0  1534.6 10053.7  30361.7    30420  1715443262382  1715443272510
read      353.5   231.9   160.7   216.5   230.8   329.5   383.8   414.4   435.5   459.6   489.1   534.1   660.0  2032.0  8768.4  30341.6    30425  1715443274020  1715443284146
read      357.1   215.6   148.8   219.2   234.5   332.7   386.9   417.9   439.3   463.9   494.2   539.3   664.7  2040.1  8531.0  30363.8    30430  1715443285657  1715443295774
read      351.5   425.4   148.8   215.6   229.9   328.2   383.7   414.7   435.9   460.0   489.0   531.8   634.7  1273.2  9202.0  30414.5    30435  1715443297281  1715443307401
read      351.1   568.0   148.8   211.9   226.8   327.1   382.6   413.2   434.6   459.1   489.0   535.7   655.3  1345.9  8582.9  30414.1    30440  1715443308909  1715443319028
read      352.7   221.0   148.8   214.2   228.8   328.7   385.0   416.0   436.8   461.2   490.9   536.3   655.0  1563.6 10057.3  30545.7    30445  1715443320536  1715443330654
read      349.9   212.8   160.7   214.8   229.1   324.6   378.4   409.5   431.5   456.7   486.9   532.7   657.8  1883.4  8418.2  30429.4    30450  1715443332165  1715443342294
read      343.2   239.0   148.8   209.4   223.8   315.6   367.1   398.5   421.9   448.5   480.2   528.7   666.4  2193.0  9907.3  30462.4    30455  1715443343806  1715443353922
read      351.5   221.9   148.8   213.0   227.7   327.1   382.6   413.9   435.5   460.4   490.6   535.6   651.9  1710.2  8561.5  30485.2    30460  1715443355431  1715443365553
read      353.0   205.6   148.8   212.7   227.8   329.8   385.8   416.9   438.1   462.8   493.5   540.0   667.1  1656.9  8567.5  30527.4    30465  1715443367062  1715443377191
read      352.2   221.2   160.7   214.8   229.1   329.3   385.0   415.1   435.4   459.3   487.9   531.5   649.7  2063.7 10456.2  30504.6    30470  1715443378702  1715443388823
read      345.7   225.3   148.8   215.3   228.8   322.1   374.1   403.4   424.8   448.4   475.6   517.2   630.4  1826.0  8975.8  30472.5    30475  1715443390334  1715443400459
read      353.0   212.7   160.7   214.0   228.6   328.8   384.6   415.1   435.6   460.3   490.6   537.0   668.9  2191.2  8748.8  30573.6    30480  1715443401968  1715443412095
read      350.1   220.5   148.8   211.9   226.5   326.3   383.2   414.5   435.6   460.1   489.7   534.4   648.7  1535.0 10669.5  30460.8    30485  1715443413603  1715443423737
read      350.0   203.6   148.8   215.4   229.5   327.5   381.7   411.5   432.5   456.8   486.2   530.8   649.4  1385.9  8875.3  30516.3    30490  1715443425248  1715443435378
read      351.8   220.4   148.8   213.1   228.0   327.6   382.1   412.1   433.2   458.1   488.9   536.6   668.2  1932.5  9111.2  30436.5    30495  1715443436892  1715443447037
read      350.4   214.8   148.8   210.7   225.7   326.7   382.9   414.2   435.7   460.3   490.5   537.5   666.7  1566.0  8709.3  30493.1    30500  1715443448547  1715443458686
