#type       avg     std     min      p5     p10     p50     p67     p75     p80     p85     p90     p95     p99    p999   p9999      QPS   target       ts_start         ts_end
read      347.0   221.7   160.7   211.4   226.2   324.8   375.0   403.8   425.6   450.1   479.9   526.5   636.4  1914.1  9076.6  29964.4    30000  1715442285279  1715442295451
read      349.7   238.6   148.8   210.3   225.4   323.9   374.2   404.6   428.1   454.6   488.0   541.1   686.6  2228.3 10477.9  30080.5    30005  1715442296963  1715442307108
read      353.2   233.6   148.8   212.1   227.3   327.7   379.1   410.0   433.1   460.0   493.5   544.9   685.2  2520.0  9872.0  30015.9    30010  1715442308619  1715442318741
read      349.1   215.9   160.7   212.2   227.1   326.6   377.5   407.3   429.4   455.1   486.7   534.6   662.1  1779.1  8357.9  29959.6    30015  1715442320251  1715442330374
read      350.8   231.7   160.7   211.7   226.7   326.9   379.8   410.5   432.6   458.0   489.1   536.7   656.8  1983.3  9881.8  29932.3    30020  1715442331885  1715442342015
read      351.0   207.7   160.7   213.8   228.8   327.3   379.9   411.3   433.8   459.8   491.4   539.4   668.2  1455.6  9586.2  30023.3    30025  1715442343525  1715442353644
read      356.5   234.0   148.8   215.9   231.4   330.8   385.2   416.8   439.1   464.8   496.8   544.3   675.4  2436.3  8691.2  29890.2    30030  1715442355154  1715442365280
read      365.5   243.7   160.7   216.0   230.2   333.4   388.9   422.1   446.3   473.5   509.1   573.0   801.1  2978.9  8586.6  29943.7    30035  1715442366788  1715442376905
read      390.6   496.9   160.7   218.1   232.0   338.2   396.9   431.1   456.0   484.7   522.4   587.1   939.6  7980.4 17392.7  29916.8    30040  1715442378412  1715442388530
read      412.0   608.0   160.7   218.5   233.3   346.7   414.5   453.0   480.0   511.6   554.1   632.4   943.6  9803.4 20439.0  29971.8    30045  1715442390038  1715442400159
read      345.2   288.5   148.8   208.8   222.2   314.1   362.5   391.0   412.2   437.4   470.3   523.0   681.3  4687.0 10729.4  30029.6    30050  1715442401669  1715442411814
read      352.5   370.6   148.8   209.7   223.2   315.9   365.2   394.4   416.2   441.5   473.6   527.0   687.9  6915.4 13101.8  30099.9    30055  1715442413323  1715442423445
read      365.5   320.9   148.8   210.6   224.9   331.5   388.1   420.2   443.0   469.1   503.8   564.7   764.0  4933.5 11584.3  30077.1    30060  1715442424952  1715442435072
read      364.6   333.2   160.7   210.8   225.1   329.6   386.7   419.6   443.0   469.9   505.0   564.6   739.9  4950.3 13628.3  30140.5    30065  1715442436582  1715442446700
read      352.3   295.4   160.7   208.8   222.7   317.3   371.8   404.2   428.4   456.4   491.7   542.9   689.5  4733.1 10924.1  29999.7    30070  1715442448210  1715442458327
read      386.6   417.7   148.8   215.0   230.2   342.4   409.4   447.7   473.4   504.1   542.4   605.1   798.0  6875.3 15730.6  29955.5    30075  1715442459837  1715442469956
read      367.5   393.5   148.8   212.3   226.3   328.6   384.0   416.1   438.6   465.5   500.1   556.5   768.9  6531.3 15772.6  30128.5    30080  1715442471466  1715442481589
read      350.7   215.7   148.8   210.4   225.3   324.4   378.9   411.1   434.5   461.3   494.7   544.5   679.7  1862.0  8659.5  30022.4    30085  1715442483097  1715442493215
read      348.4   204.2   148.8   211.0   226.1   324.3   376.6   408.1   431.1   457.1   488.9   537.0   661.8  1997.7  8042.0  30026.8    30090  1715442494725  1715442504842
read      350.4   220.3   148.8   211.8   226.7   325.1   378.9   410.6   433.2   459.0   490.2   537.0   658.4  2269.5  8666.5  30182.7    30095  1715442506354  1715442516481
read      345.5   193.4   148.8   207.9   223.1   321.8   374.3   405.6   429.4   456.1   488.6   537.6   657.7  1329.8  8298.9  30056.8    30100  1715442517990  1715442528108
read      348.6   212.5   148.8   208.9   224.4   323.6   375.0   406.6   430.3   457.4   490.9   541.3   676.4  1911.0  8372.4  29984.3    30105  1715442529618  1715442539741
read      347.9   205.1   148.8   211.2   226.0   324.4   378.1   409.0   431.2   456.6   487.4   533.6   642.8  1509.6  8540.8  30149.6    30110  1715442541250  1715442551374
read      346.7   212.7   148.8   208.3   223.5   321.8   374.1   405.8   429.0   455.3   487.9   538.3   667.3  1913.4  9021.2  30045.0    30115  1715442552884  1715442563004
read      349.8   225.4   148.8   211.0   226.2   326.4   377.8   407.8   430.0   455.8   487.7   536.1   657.7  2099.5  9958.7  30099.5    30120  1715442564515  1715442574640
read      348.7   216.6   148.8   209.2   224.0   323.5   379.4   411.9   434.3   459.9   491.1   537.4   651.1  1682.5  8553.7  30086.3    30125  1715442576147  1715442586263
read      348.9   208.7   148.8   210.9   225.8   325.8   379.6   411.1   433.5   459.2   490.1   535.5   647.6  1380.0  9335.2  30125.4    30130  1715442587771  1715442597893
read      344.0   220.1   148.8   210.1   224.7   317.7   366.4   395.9   418.6   445.5   479.4   532.6   691.1  1998.8  8942.4  30135.0    30135  1715442599402  1715442609513
read      346.9   222.6   148.8   211.5   226.1   322.8   373.9   404.1   426.9   452.6   484.1   531.9   657.2  1875.7  8711.8  30169.0    30140  1715442611022  1715442621145
read      351.3   230.1   148.8   212.0   227.0   326.5   379.6   410.6   433.2   458.8   490.0   537.1   659.0  2500.2 10388.7  30186.5    30145  1715442622656  1715442632771
read      347.6   228.3   160.7   211.9   226.6   324.0   376.8   407.1   429.3   454.4   484.5   529.5   637.3  1524.3 11047.8  30123.8    30150  1715442634279  1715442644397
read      348.5   202.1   160.7   211.3   226.1   324.7   377.3   408.1   430.5   456.1   487.3   534.5   649.4  2098.1  8324.5  30160.3    30155  1715442645907  1715442656035
read      353.4   207.5   160.7   216.2   231.3   329.3   383.9   415.4   437.2   463.1   494.7   541.4   660.1  1367.4  9128.8  30074.8    30160  1715442657543  1715442667663
read      351.0   203.7   148.8   213.0   228.3   326.9   381.4   413.2   435.2   461.0   492.5   539.3   659.0  1559.5  8305.2  30214.9    30165  1715442669173  1715442679292
read      346.4   209.5   148.8   208.6   223.5   322.7   374.9   406.1   429.0   454.8   486.3   534.8   656.6  1825.9  9220.8  30204.2    30170  1715442680803  1715442690917
read      348.8   225.0   148.8   210.6   225.6   325.1   380.7   412.1   434.1   459.1   489.1   533.7   641.0  1547.9  9320.8  30210.1    30175  1715442692427  1715442702547
read      348.1   223.4   148.8   210.1   225.0   324.4   379.3   410.5   432.3   457.4   487.9   534.0   640.6  1712.1  9857.4  30166.4    30180  1715442704056  1715442714180
read      351.3   222.2   160.7   211.9   226.6   326.5   382.7   414.2   435.7   460.7   491.1   536.4   650.9  2192.4  8278.8  30140.9    30185  1715442715691  1715442725814
read      349.2   207.8   148.8   210.0   225.2   325.6   380.5   412.5   434.4   460.5   491.9   539.0   658.1  1431.5  8717.5  30124.9    30190  1715442727322  1715442737441
read      349.1   206.9   148.8   211.6   226.7   325.6   379.2   410.4   432.9   458.3   489.4   536.6   663.7  1335.7  9046.0  30181.9    30195  1715442738949  1715442749069
